step,content_loss,style_loss,total_loss
0,0.0,47547.2578125,47547.2578125
1,1.0202652447333094e-05,47536.94140625,47536.94140625
2,450.68548583984375,24605240.0,24605690.0
3,417.6622619628906,23407556.0,23407974.0
4,335.8192138671875,19733284.0,19733620.0
5,231.0459442138672,17659064.0,17659296.0
6,72.19526672363281,3231112.5,3231184.75
7,51.99139404296875,438459.375,438511.375
8,45.59718704223633,280433.59375,280479.1875
9,39.78584289550781,137599.359375,137639.140625
10,50.5070915222168,75309.0390625,75359.546875
11,54.90702819824219,44942.21875,44997.125
12,86.2152099609375,37194.41015625,37280.625
13,55.745052337646484,38420.0625,38475.80859375
14,64.93013763427734,29691.9296875,29756.859375
15,79.50093841552734,25893.287109375,25972.787109375
16,75.60879516601562,22663.7265625,22739.3359375
17,77.07821655273438,18901.607421875,18978.685546875
18,85.35980224609375,15040.6708984375,15126.0302734375
19,66.80660247802734,15853.97265625,15920.779296875
20,78.36066436767578,12074.751953125,12153.1123046875
21,88.51872253417969,11022.6318359375,11111.150390625
22,86.74881744384766,10374.755859375,10461.5048828125
23,81.596435546875,9378.4169921875,9460.013671875
24,86.63725280761719,8514.7783203125,8601.416015625
25,88.36361694335938,7871.49951171875,7959.86328125
26,83.47879791259766,6985.9453125,7069.42431640625
27,92.0377197265625,6127.6865234375,6219.72412109375
28,89.64878845214844,5852.8564453125,5942.50537109375
29,89.110107421875,5580.07177734375,5669.181640625
30,90.2536392211914,5054.0419921875,5144.29541015625
31,94.68844604492188,4444.8759765625,4539.564453125
32,87.89986419677734,4405.5009765625,4493.40087890625
33,91.23628234863281,3988.075927734375,4079.312255859375
34,92.91352081298828,3804.060302734375,3896.973876953125
35,92.72248840332031,3560.2666015625,3652.989013671875
36,95.60630798339844,3248.120361328125,3343.7265625
37,91.80189514160156,3151.47021484375,3243.272216796875
38,94.42634582519531,2859.336669921875,2953.762939453125
39,95.42959594726562,2702.254150390625,2797.683837890625
40,96.08561706542969,2504.71533203125,2600.801025390625
41,100.25655364990234,2434.49365234375,2534.750244140625
42,96.396728515625,2311.9638671875,2408.360595703125
43,97.18644714355469,2197.987060546875,2295.173583984375
44,97.71226501464844,2097.281494140625,2194.99365234375
45,97.67891693115234,1962.0531005859375,2059.73193359375
46,100.56813049316406,1860.244873046875,1960.81298828125
47,99.32899475097656,1796.2266845703125,1895.5556640625
48,98.9324722290039,1737.9154052734375,1836.847900390625
49,99.203857421875,1654.6124267578125,1753.8162841796875
50,100.36808776855469,1505.4637451171875,1605.831787109375
51,98.94800567626953,1467.125732421875,1566.07373046875
52,102.58979797363281,1417.3145751953125,1519.9044189453125
53,101.5882797241211,1363.20166015625,1464.7899169921875
54,101.3115234375,1338.491455078125,1439.802978515625
55,101.50701904296875,1280.671142578125,1382.17822265625
56,101.96430206298828,1225.7576904296875,1327.7220458984375
57,103.1328125,1167.380859375,1270.513671875
