step,content_loss,style_loss,total_loss
0,0.0,47547.2578125,47547.2578125
1,1.0202652447333094e-05,47536.94140625,47536.94140625
2,450.6860046386719,24605244.0,24605694.0
3,417.6615905761719,23407574.0,23407992.0
4,335.7646789550781,19733608.0,19733944.0
5,231.01556396484375,17658774.0,17659006.0
6,72.21504211425781,3224432.5,3224504.75
7,51.89971923828125,438560.78125,438612.6875
8,45.30880355834961,280648.9375,280694.25
9,39.58651351928711,137113.546875,137153.140625
10,51.28382110595703,74958.0390625,75009.3203125
11,55.14282989501953,44952.76953125,45007.9140625
12,88.82649230957031,38930.53125,39019.359375
13,58.461021423339844,37501.73046875,37560.19140625
14,66.7019271850586,30192.822265625,30259.5234375
15,78.43626403808594,26307.966796875,26386.40234375
16,75.8675308227539,22574.984375,22650.8515625
17,78.72334289550781,18053.849609375,18132.572265625
18,86.29496765136719,14255.6591796875,14341.9541015625
19,65.01162719726562,16976.697265625,17041.708984375
20,77.24755859375,12319.197265625,12396.4453125
21,91.74855041503906,11303.7666015625,11395.515625
22,87.26722717285156,10499.873046875,10587.140625
23,84.99237060546875,9820.740234375,9905.732421875
24,84.8382339477539,8887.759765625,8972.59765625
25,89.19758605957031,7732.8740234375,7822.07177734375
26,84.68226623535156,6983.45263671875,7068.134765625
27,90.09132385253906,6193.5986328125,6283.68994140625
28,90.31646728515625,5746.68603515625,5837.00244140625
29,90.67645263671875,5127.46923828125,5218.1455078125
30,97.68651580810547,4714.85009765625,4812.53662109375
31,92.0888671875,4283.38330078125,4375.47216796875
32,92.28315734863281,4113.77001953125,4206.05322265625
33,93.68003845214844,3757.89404296875,3851.573974609375
34,95.2785415649414,3289.509521484375,3384.7880859375
35,97.86446380615234,3039.56640625,3137.430908203125
36,93.09831237792969,2871.13671875,2964.235107421875
37,96.95240783691406,2723.435791015625,2820.38818359375
38,96.72089385986328,2603.994384765625,2700.71533203125
39,97.34141540527344,2500.375,2597.71630859375
40,98.81414794921875,2374.585693359375,2473.39990234375
41,98.63463592529297,2162.744140625,2261.378662109375
42,101.41532897949219,2016.5740966796875,2117.989501953125
43,97.64533996582031,1969.4222412109375,2067.067626953125
44,99.10382080078125,1904.7845458984375,2003.888427734375
45,99.95175170898438,1855.242431640625,1955.1942138671875
46,100.01661682128906,1736.6258544921875,1836.6424560546875
47,102.63282012939453,1638.828369140625,1741.461181640625
48,101.29377746582031,1589.076171875,1690.3699951171875
49,101.48445892333984,1539.7772216796875,1641.26171875
50,101.6710433959961,1457.5654296875,1559.2364501953125
51,102.48235321044922,1377.0291748046875,1479.511474609375
52,102.51557159423828,1339.991943359375,1442.507568359375
53,104.40916442871094,1308.1925048828125,1412.6016845703125
54,103.503662109375,1263.227783203125,1366.7314453125
55,103.14002227783203,1234.409423828125,1337.5494384765625
56,103.25848388671875,1191.09619140625,1294.354736328125
57,103.42312622070312,1123.9207763671875,1227.3438720703125
