step,content_loss,style_loss,total_loss
0,0.0,2157.82666015625,2157.82666015625
1,1.0219659088761546e-05,2157.60595703125,2157.60595703125
2,55.871673583984375,4949.119140625,5004.99072265625
3,70.19978332519531,2053.095703125,2123.29541015625
4,110.23841857910156,1093.3912353515625,1203.629638671875
5,46.809173583984375,1200.0615234375,1246.8707275390625
6,79.23560333251953,647.6555786132812,726.8911743164062
7,106.0386962890625,529.5811157226562,635.6198120117188
8,89.35511779785156,437.0518798828125,526.406982421875
9,81.64762878417969,385.2720947265625,466.91973876953125
10,77.13900756835938,312.3204040527344,389.45941162109375
11,80.11747741699219,244.90928649902344,325.0267639160156
12,73.61695098876953,212.4256134033203,286.0425720214844
13,74.27276611328125,175.14639282226562,249.41915893554688
14,63.00752258300781,183.19314575195312,246.20066833496094
15,67.44292449951172,156.55072021484375,223.99365234375
16,68.19094848632812,145.8811798095703,214.07212829589844
17,66.08905792236328,133.4785614013672,199.567626953125
18,56.91184997558594,135.96275329589844,192.87460327148438
19,61.498592376708984,111.91109466552734,173.40968322753906
20,60.48970413208008,109.04598999023438,169.5356903076172
21,55.1462516784668,109.16561889648438,164.31187438964844
22,57.15570831298828,97.7781753540039,154.9338836669922
23,56.543357849121094,94.75269317626953,151.29605102539062
24,52.16789245605469,92.150146484375,144.3180389404297
25,53.70929718017578,83.74761199951172,137.4569091796875
26,52.79436492919922,81.73101806640625,134.525390625
27,50.313011169433594,80.48656463623047,130.79957580566406
28,50.931583404541016,75.42241668701172,126.35400390625
29,50.33842468261719,73.31999206542969,123.65841674804688
30,47.332862854003906,71.7923812866211,119.125244140625
31,48.18196487426758,66.81591796875,114.99787902832031
32,47.316062927246094,66.02493286132812,113.34099578857422
33,46.15071105957031,65.17598724365234,111.32669830322266
34,45.75395965576172,63.09847640991211,108.85243225097656
35,44.93172073364258,60.62518310546875,105.55690002441406
36,44.56343078613281,57.80261993408203,102.36605072021484
37,42.65397644042969,58.229270935058594,100.88324737548828
38,43.24995803833008,55.44504928588867,98.69500732421875
39,43.025169372558594,54.297115325927734,97.32228088378906
40,42.51124954223633,53.71818161010742,96.22943115234375
41,42.229400634765625,52.92823028564453,95.15763092041016
42,41.14551544189453,51.866249084472656,93.01176452636719
43,41.60110092163086,50.00969696044922,91.61079406738281
44,40.68566131591797,49.7234992980957,90.40916442871094
45,40.36427688598633,49.22976303100586,89.59403991699219
46,39.730079650878906,48.594642639160156,88.32472229003906
47,39.6680908203125,47.249141693115234,86.917236328125
48,39.31642150878906,46.29607391357422,85.61249542236328
49,38.45133590698242,45.303916931152344,83.7552490234375
50,38.67531204223633,44.549781799316406,83.22509765625
51,37.97042465209961,43.92141342163086,81.89183807373047
52,37.81452941894531,43.656978607177734,81.47151184082031
53,37.44873046875,43.13304138183594,80.58177185058594
54,37.3068962097168,42.385677337646484,79.69257354736328
55,36.954654693603516,41.49388122558594,78.44853210449219
56,36.67798614501953,40.376014709472656,77.05400085449219
57,35.42803192138672,41.52809143066406,76.95612335205078
58,35.86427688598633,39.98786544799805,75.85214233398438
59,35.93824768066406,39.49946594238281,75.43771362304688
60,35.741943359375,39.21715545654297,74.95909881591797
61,35.492271423339844,38.83378219604492,74.3260498046875
62,35.33641815185547,37.94183349609375,73.27825164794922
63,34.60467529296875,38.159278869628906,72.76395416259766
64,34.67406463623047,37.434715270996094,72.10877990722656
65,34.626644134521484,37.04751205444336,71.67415618896484
66,34.44324493408203,36.76284408569336,71.20608520507812
67,34.51310348510742,36.05252456665039,70.56562805175781
68,34.161529541015625,35.922119140625,70.08364868164062
69,33.74226379394531,35.9123649597168,69.65463256835938
70,33.7304801940918,35.43567657470703,69.16615295410156
71,33.59149169921875,35.11056900024414,68.70205688476562
72,33.592262268066406,34.532081604003906,68.12434387207031
73,33.261573791503906,34.46855926513672,67.73013305664062
74,33.114280700683594,34.193702697753906,67.3079833984375
75,32.793052673339844,34.16947937011719,66.96253204345703
76,32.978240966796875,33.54286193847656,66.52110290527344
77,32.826560974121094,33.37986373901367,66.2064208984375
78,32.53136444091797,33.20901107788086,65.74037170410156
79,32.51543045043945,32.8582649230957,65.37369537353516
80,32.32064437866211,32.79103469848633,65.11167907714844
81,32.204872131347656,32.48800277709961,64.69287109375
82,31.977672576904297,32.20512008666992,64.18279266357422
83,31.99614906311035,31.723386764526367,63.71953582763672
84,31.743000030517578,31.739179611206055,63.482177734375
85,31.60448455810547,31.65283966064453,63.25732421875
86,31.538312911987305,31.42583465576172,62.964149475097656
87,31.672714233398438,30.989625930786133,62.66233825683594
88,31.46880340576172,30.864076614379883,62.33287811279297
89,31.185827255249023,30.950183868408203,62.136009216308594
90,31.178524017333984,30.75910186767578,61.937625885009766
91,31.070533752441406,30.510944366455078,61.581478118896484
92,31.15365982055664,30.032258987426758,61.18592071533203
93,30.84944725036621,30.0968017578125,60.946250915527344
94,30.698549270629883,30.04304313659668,60.74159240722656
95,30.658916473388672,29.81891632080078,60.47783279418945
96,30.658205032348633,29.508163452148438,60.16636657714844
97,30.49258041381836,29.428434371948242,59.92101287841797
98,30.40854835510254,29.236467361450195,59.645015716552734
99,30.361719131469727,28.93873405456543,59.300453186035156
100,30.172435760498047,28.869712829589844,59.04214859008789
101,30.004730224609375,28.89626121520996,58.90099334716797
102,30.281002044677734,28.444225311279297,58.72522735595703
103,30.101823806762695,28.428756713867188,58.53057861328125
104,29.809959411621094,28.509084701538086,58.31904602050781
