step,content_loss,style_loss,total_loss
0,0.0,2157.82666015625,2157.82666015625
1,1.0219659088761546e-05,2157.60595703125,2157.60595703125
2,55.87176513671875,4949.119140625,5004.99072265625
3,70.21110534667969,2053.0751953125,2123.286376953125
4,110.24751281738281,1093.165283203125,1203.412841796875
5,46.867347717285156,1199.7724609375,1246.6397705078125
6,79.14772033691406,647.2415771484375,726.3892822265625
7,106.08751678466797,530.5853271484375,636.6728515625
8,89.29692840576172,437.56549072265625,526.8624267578125
9,81.72831726074219,386.41455078125,468.14288330078125
10,76.90945434570312,314.20819091796875,391.1176452636719
11,80.056884765625,246.260498046875,326.3173828125
12,73.60675048828125,214.23060607910156,287.83734130859375
13,73.80735778808594,176.01123046875,249.81858825683594
14,62.84870147705078,182.3175811767578,245.16629028320312
15,67.12478637695312,154.98281860351562,222.10760498046875
16,67.89576721191406,143.92880249023438,211.82456970214844
17,65.71902465820312,132.35745239257812,198.07647705078125
18,57.595584869384766,129.6656951904297,187.2612762451172
19,61.93326187133789,110.07054901123047,172.00381469726562
20,60.30234909057617,107.3971939086914,167.6995391845703
21,57.172401428222656,104.86137390136719,162.03378295898438
22,56.597900390625,99.8364486694336,156.43435668945312
23,54.78764724731445,91.70460510253906,146.49224853515625
24,53.34906005859375,84.84561920166016,138.19467163085938
25,49.438873291015625,82.69598388671875,132.13485717773438
26,51.16239547729492,74.73089599609375,125.89329528808594
27,49.98836898803711,73.54595947265625,123.53433227539062
28,49.592323303222656,72.01768493652344,121.6100082397461
29,48.090675354003906,70.12743377685547,118.21810913085938
30,47.113121032714844,66.45631408691406,113.5694351196289
31,46.26311492919922,63.52192306518555,109.7850341796875
32,44.423648834228516,63.00875473022461,107.43240356445312
33,44.663719177246094,59.61892318725586,104.28263854980469
34,44.30626678466797,58.35958480834961,102.66584777832031
35,43.510093688964844,56.30088424682617,99.81097412109375
36,43.32979202270508,53.75014114379883,97.0799331665039
37,41.50020217895508,56.055877685546875,97.55607604980469
38,41.923274993896484,53.06830596923828,94.9915771484375
39,41.88239288330078,52.13841247558594,94.02080535888672
40,41.32386779785156,51.25999069213867,92.5838623046875
41,40.833736419677734,49.740074157714844,90.57380676269531
42,39.886192321777344,47.99262619018555,87.87881469726562
43,39.83282470703125,46.25850296020508,86.09132385253906
44,38.601165771484375,47.942474365234375,86.54364013671875
45,39.006263732910156,45.73828887939453,84.74455261230469
46,39.01325607299805,45.125518798828125,84.13877868652344
47,38.72243881225586,44.5005989074707,83.22303771972656
48,37.92446517944336,43.95939254760742,81.88385772705078
49,37.93408966064453,42.80841064453125,80.74250030517578
50,37.55327224731445,42.581459045410156,80.13473510742188
51,37.3068733215332,42.031700134277344,79.33857727050781
52,36.66355895996094,41.49001693725586,78.15357971191406
53,37.23871994018555,40.285118103027344,77.52383422851562
54,36.58205032348633,40.260589599609375,76.84263610839844
55,36.22875213623047,40.1790771484375,76.40782928466797
56,35.85337829589844,39.86768341064453,75.72106170654297
57,35.66416931152344,39.20347595214844,74.86764526367188
58,35.69992446899414,38.2951545715332,73.99507904052734
59,35.388999938964844,38.011775970458984,73.40077209472656
60,35.09379577636719,37.69056701660156,72.78436279296875
61,34.58909225463867,37.60725402832031,72.19635009765625
62,34.9678955078125,36.63168716430664,71.59957885742188
63,34.732975006103516,36.53654479980469,71.26951599121094
64,34.40794372558594,36.49803924560547,70.9059829711914
65,34.22944641113281,36.36088180541992,70.59033203125
66,34.088130950927734,35.929466247558594,70.01759338378906
67,34.19266891479492,35.20741271972656,69.40008544921875
68,33.949974060058594,35.096832275390625,69.04680633544922
69,33.508033752441406,35.129940032958984,68.63796997070312
70,33.45163345336914,34.845699310302734,68.29733276367188
71,33.35296630859375,34.5655632019043,67.91853332519531
72,33.2496452331543,34.00078582763672,67.25042724609375
73,32.731544494628906,34.119773864746094,66.851318359375
74,32.76829528808594,33.65047836303711,66.41877746582031
75,32.76488494873047,33.31440353393555,66.07928466796875
76,32.63928985595703,33.0347900390625,65.67407989501953
77,32.486053466796875,32.57324981689453,65.0593032836914
78,32.03750228881836,32.764644622802734,64.8021469116211
79,32.15779113769531,32.192604064941406,64.35039520263672
80,32.04401397705078,32.07889938354492,64.12290954589844
81,31.84917640686035,31.829458236694336,63.67863464355469
82,31.871355056762695,31.428335189819336,63.29969024658203
83,31.612852096557617,31.335744857788086,62.9485969543457
84,31.538063049316406,31.05731201171875,62.595375061035156
85,31.18996810913086,31.09964942932129,62.28961944580078
86,31.197668075561523,30.809398651123047,62.00706481933594
87,31.137075424194336,30.63591957092285,61.77299499511719
88,31.20330238342285,30.27024269104004,61.47354507446289
89,31.086929321289062,30.149717330932617,61.23664855957031
90,30.831880569458008,30.036155700683594,60.86803436279297
91,30.8277530670166,29.78023910522461,60.607994079589844
92,30.630592346191406,29.748037338256836,60.378631591796875
93,30.57429313659668,29.490028381347656,60.06432342529297
94,30.42524528503418,29.31428337097168,59.73952865600586
95,30.388561248779297,28.97846794128418,59.367027282714844
96,30.074947357177734,29.1884765625,59.263423919677734
97,30.112173080444336,28.873340606689453,58.985511779785156
98,30.14472198486328,28.679542541503906,58.82426452636719
99,30.118139266967773,28.490570068359375,58.60871124267578
100,29.80248260498047,28.529346466064453,58.33182907104492
101,29.865966796875,28.27876853942871,58.144737243652344
102,29.880661010742188,28.07404136657715,57.95470428466797
103,29.735076904296875,27.975406646728516,57.71048355102539
