step,content_loss,style_loss,total_loss
0,0.0,5439.837890625,5439.837890625
1,8.76912054081913e-06,5436.48779296875,5436.48779296875
2,422.90106201171875,21311096.0,21311518.0
3,353.0594482421875,15562659.0,15563012.0
4,213.1945037841797,9669254.0,9669467.0
5,57.17443084716797,1998483.0,1998540.125
6,51.698490142822266,277733.625,277785.3125
7,40.398372650146484,167971.3125,168011.703125
8,30.520442962646484,72002.8984375,72033.421875
9,28.885379791259766,35848.171875,35877.05859375
10,29.71224594116211,19186.484375,19216.197265625
11,30.049192428588867,11177.66015625,11207.708984375
12,37.955596923828125,8516.1708984375,8554.126953125
13,26.955196380615234,11580.8720703125,11607.8271484375
14,29.232759475708008,7398.66796875,7427.90087890625
15,37.027976989746094,6481.6328125,6518.66064453125
16,32.20967483520508,5812.81005859375,5845.01953125
17,33.391815185546875,5267.15576171875,5300.54736328125
18,35.250099182128906,4615.5185546875,4650.7685546875
19,33.30866241455078,3900.859619140625,3934.168212890625
20,37.46109390258789,3148.579833984375,3186.041015625
21,35.2915153503418,2910.232421875,2945.52392578125
22,35.745765686035156,2709.01416015625,2744.760009765625
23,36.85072326660156,2337.1083984375,2373.959228515625
24,35.69928741455078,2049.758544921875,2085.457763671875
25,38.252803802490234,1749.9112548828125,1788.1640625
26,36.79829788208008,1646.3514404296875,1683.1497802734375
27,37.47398376464844,1574.4407958984375,1611.914794921875
28,37.8628044128418,1468.74658203125,1506.609375
29,37.10417938232422,1340.0181884765625,1377.122314453125
30,38.78620147705078,1193.3232421875,1232.1094970703125
31,37.51472091674805,1132.09619140625,1169.6109619140625
32,38.224143981933594,1051.6407470703125,1089.8648681640625
33,38.27998733520508,992.1889038085938,1030.4688720703125
34,38.04660415649414,932.2347412109375,970.2813720703125
35,39.2630615234375,867.0650634765625,906.328125
36,37.847652435302734,826.4307250976562,864.2783813476562
37,38.25287628173828,768.5943603515625,806.8472290039062
38,38.314918518066406,687.9401245117188,726.2550659179688
39,37.862300872802734,662.7264404296875,700.5887451171875
40,38.3884391784668,616.0528564453125,654.4412841796875
41,38.194183349609375,595.4080200195312,633.6021728515625
42,38.352012634277344,549.3123168945312,587.664306640625
43,36.26420593261719,614.8876953125,651.1519165039062
44,37.927574157714844,511.5723571777344,549.4999389648438
45,38.10220718383789,495.6157531738281,533.7179565429688
46,37.82103729248047,483.1723327636719,520.9933471679688
47,37.447166442871094,463.9157409667969,501.3629150390625
48,37.73017120361328,441.9541931152344,479.6843566894531
49,37.192047119140625,424.490234375,461.6822814941406
50,37.35215759277344,402.1073913574219,439.45953369140625
51,37.05902862548828,377.76007080078125,414.819091796875
52,37.33717727661133,356.5304260253906,393.86761474609375
53,36.83042907714844,353.9432373046875,390.773681640625
