step,content_loss,style_loss,total_loss
0,0.0,7065.7509765625,7065.7509765625
1,9.409101949131582e-06,7062.7890625,7062.7890625
2,441.1163330078125,20882582.0,20883024.0
3,348.511474609375,13837569.0,13837918.0
4,176.7039337158203,7514991.0,7515167.5
5,48.833492279052734,1165653.75,1165702.625
6,49.434242248535156,206841.453125,206890.890625
7,40.3463134765625,124464.734375,124505.078125
8,33.45549774169922,51220.87890625,51254.3359375
9,35.76285171508789,24423.158203125,24458.921875
10,28.77353286743164,13150.2333984375,13179.0068359375
11,50.733028411865234,11133.5205078125,11184.25390625
12,32.862552642822266,10150.9169921875,10183.779296875
13,34.24404525756836,7373.076171875,7407.3203125
14,38.095306396484375,6152.61328125,6190.70849609375
15,34.98925018310547,5261.39111328125,5296.38037109375
16,35.38353729248047,4545.79541015625,4581.1787109375
17,39.73546600341797,3284.0556640625,3323.791015625
18,32.54215621948242,3047.16162109375,3079.703857421875
19,37.613380432128906,2259.992431640625,2297.605712890625
20,39.70314025878906,2038.2581787109375,2077.96142578125
21,38.951751708984375,1921.1568603515625,1960.108642578125
22,40.09577178955078,1757.3193359375,1797.4151611328125
23,40.028160095214844,1457.28125,1497.3094482421875
24,39.97624969482422,1219.3902587890625,1259.366455078125
25,38.80880355834961,1064.4063720703125,1103.2152099609375
26,42.31608963012695,1093.6378173828125,1135.953857421875
27,40.13678741455078,970.3792114257812,1010.5159912109375
28,39.653263092041016,943.71923828125,983.3724975585938
29,39.050357818603516,888.5258178710938,927.576171875
30,39.28501510620117,816.2666625976562,855.5516967773438
31,39.112060546875,721.9325561523438,761.0446166992188
32,41.845340728759766,649.8450927734375,691.6904296875
33,38.27064895629883,703.7532958984375,742.02392578125
34,39.15906524658203,601.619384765625,640.7784423828125
35,39.9977912902832,577.1220703125,617.119873046875
36,39.725242614746094,567.055908203125,606.7811279296875
37,39.3820686340332,550.1123046875,589.494384765625
38,39.13475036621094,528.9524536132812,568.0872192382812
39,39.2175407409668,484.40167236328125,523.6192016601562
40,38.06462097167969,463.78497314453125,501.849609375
41,38.60382843017578,443.5919189453125,482.19573974609375
42,38.125633239746094,410.5916442871094,448.71728515625
43,37.68285369873047,396.3248596191406,434.0077209472656
44,39.056549072265625,379.300048828125,418.3565979003906
45,38.406898498535156,360.7300720214844,399.136962890625
46,37.89830780029297,352.4444274902344,390.3427429199219
47,37.77348327636719,346.8046569824219,384.578125
48,37.61919021606445,332.4967041015625,370.11590576171875
49,37.342044830322266,325.3992614746094,362.7413024902344
50,36.552330017089844,320.4747009277344,357.02703857421875
51,36.70455551147461,308.58489990234375,345.2894592285156
52,36.403350830078125,300.5581970214844,336.9615478515625
53,34.62467956542969,299.0473327636719,333.6719970703125
54,35.891868591308594,274.84454345703125,310.7364196777344
55,35.58686828613281,265.656982421875,301.24383544921875
56,35.28607177734375,261.3956604003906,296.6817321777344
57,35.22315979003906,257.1898498535156,292.41302490234375
58,34.89923858642578,248.1724395751953,283.0716857910156
59,35.001216888427734,243.0933380126953,278.09454345703125
60,34.80071258544922,236.66783142089844,271.4685363769531
61,34.738346099853516,233.32972717285156,268.0680847167969
62,34.52991485595703,228.74566650390625,263.27557373046875
63,33.64720916748047,230.5242462158203,264.17144775390625
64,34.062957763671875,223.27210998535156,257.3350830078125
65,34.03105163574219,220.7021026611328,254.733154296875
66,33.579952239990234,214.39007568359375,247.97003173828125
67,32.50505828857422,209.74859619140625,242.253662109375
68,32.763816833496094,203.69154357910156,236.45535278320312
69,32.68848419189453,199.42198181152344,232.1104736328125
70,32.109073638916016,199.997314453125,232.10638427734375
71,32.566856384277344,192.9212188720703,225.48806762695312
72,32.469566345214844,190.96730041503906,223.43685913085938
73,31.710662841796875,192.552001953125,224.26266479492188
74,32.18608474731445,185.0283203125,217.2144012451172
75,32.10137176513672,183.71226501464844,215.81362915039062
